county_string,Category,species,date,waterbody1,waterbody2,specialtype,county
Carroll County,B,,2017-03-16T00:00:00Z,Stewarts Creek,NA,NSF,Carroll
Washington County,C,,2017-03-16T00:00:00Z,Straight Branch,NA,National Forest Water,Washington
Washington County,C,,2017-03-16T00:00:00Z,Valley Creek,NA,NA,Washington
Floyd County,B,,2017-03-16T00:00:00Z,Goose Creek,NA,NA,Floyd
Botetourt County,B,,2017-03-16T00:00:00Z,Middle Creek,NA,National Forest Water,Botetourt
Botetourt County,B,,2017-03-16T00:00:00Z,North Creek,NA,National Forest Water,Botetourt
City of Hampton,U,,2017-03-16T00:00:00Z,Armistead Pointe Park Pond,NA,NA,Hampton
City of Chesapeake,U,,2017-03-16T00:00:00Z,Northwest River Park,NA,NA,Chesapeake
Highland County,B,,2017-03-16T00:00:00Z,South Branch Potomac River,NA,NA,Highland
Bath County,A,,2017-03-16T00:00:00Z,Jackson River,Rt. 623,National Forest Water,Bath
Albemarle County,A,,2017-03-15T00:00:00Z,Sugar Hollow Reservoir,NA,NA,Albemarle
Floyd County,C,,2017-03-15T00:00:00Z,Mira Fork,NA,NSF,Floyd
Floyd County,C,,2017-03-15T00:00:00Z,Rush Fork,NA,NSF,Floyd
Floyd County,B,,2017-03-15T00:00:00Z,West Fork Little River,NA,NSF,Floyd
Bedford County,A,,2017-03-15T00:00:00Z,Liberty Lake,NA,Heritage Day Water,Bedford
Scott County,B,,2017-03-15T00:00:00Z,Big Stony Creek,NA,NA,Scott
Scott County,B,,2017-03-15T00:00:00Z,Little Stony Creek,NA,National Forest Water,Scott
Rockingham County,B,,2017-03-15T00:00:00Z,Dry River,NA,NSF,Rockingham
Rockbridge County,A,,2017-03-15T00:00:00Z,Maury River,NA,NA,Rockbridge
Rockbridge County,A,,2017-03-15T00:00:00Z,Mill Creek,NA,National Forest Water,Rockbridge
Patrick County,C,,2017-03-14T00:00:00Z,South Mayo River,North Fork,NA,Patrick
Patrick County,C,,2017-03-14T00:00:00Z,South Mayo River,South Fork,NA,Patrick
Patrick County,C,,2017-03-14T00:00:00Z,Poorhouse Creek,NA,NSF,Patrick
Grayson County,A,,2017-03-14T00:00:00Z,Big Wilson Creek,NA,NA,Grayson
Henry County,B,,2017-03-13T00:00:00Z,Smith River,Dam,NA,Henry
Prince William County,U,,2017-03-13T00:00:00Z,Locust Shade Park,NA,NA,Prince William
Amherst County,B,,2017-03-13T00:00:00Z,Pedlar River,Upper,"c(""Heritage Day Water"", ""National Forest Water"")",Amherst
Dickenson County,B,,2017-03-13T00:00:00Z,Cranesnest River,NA,NA,Dickenson
Dickenson County,A,,2017-03-13T00:00:00Z,Russell Fork River,Bartlick,NA,Dickenson
Dickenson County,B,,2017-03-13T00:00:00Z,Russell Fork River,Haysi,NA,Dickenson
Dickenson County,A,,2017-03-13T00:00:00Z,Pound River,Flannagan Dam,NA,Dickenson
Wythe County,C,,2017-03-13T00:00:00Z,Stoney Creek,NA,National Forest Water,Wythe
Wythe County,C,,2017-03-13T00:00:00Z,West Fork Reed Creek,NA,National Forest Water,Wythe
Bath County,A,,2017-03-13T00:00:00Z,Bullpasture River,NA,NA,Bath
Highland County,A,,2017-03-13T00:00:00Z,Bullpasture River,NA,NA,Highland
Patrick County,A,,2017-03-11T00:00:00Z,Dan River,Below Powerhouse,NA,Patrick
Smyth County,B,,2017-03-11T00:00:00Z,Middle Fork Holston River,Upper,NA,Smyth
Smyth County,A,,2017-03-11T00:00:00Z,Staley Creek,NA,NA,Smyth
Madison County,A,,2017-03-10T00:00:00Z,Robinson River,NA,Heritage Day Water,Madison
Bedford County,A,,2017-03-10T00:00:00Z,Liberty Lake,NA,Heritage Day Water,Bedford
Franklin County,A,,2017-03-10T00:00:00Z,Pigg River,NA,Heritage Day Water,Franklin
Grayson County,A,,2017-03-10T00:00:00Z,Elk Creek,NA,NA,Grayson
Floyd County,A,,2017-03-10T00:00:00Z,Burkes Fork,NA,NA,Floyd
Floyd County,A,,2017-03-10T00:00:00Z,Little River,NA,NA,Floyd
Bath County,A,,2017-03-10T00:00:00Z,Cowpasture River,NA,National Forest Water,Bath
Rockbridge County,B,,2017-03-10T00:00:00Z,South River,NA,NA,Rockbridge
Augusta County,A,,2017-03-10T00:00:00Z,Braley Pond,NA,National Forest Water,Augusta
Wise County,C,,2017-03-10T00:00:00Z,Clear Creek,NA,National Forest Water,Wise
City of Norton,B,,2017-03-10T00:00:00Z,Norton Reservoir,Upper,NA,Norton
Russell County,A,,2017-03-10T00:00:00Z,Big Cedar Creek,NA,NA,Russell
Nelson County,A,,2017-03-09T00:00:00Z,Tye River,NA,NA,Nelson
Giles County,A,,2017-03-09T00:00:00Z,Big Stoney Creek,NA,National Forest Water,Giles
Floyd County,B,,2017-03-09T00:00:00Z,Little Indian Creek,NA,NSF,Floyd
Frederick County,B,,2017-03-09T00:00:00Z,Paddy Run,NA,National Forest Water,Frederick
Frederick County,B,,2017-03-09T00:00:00Z,Hogue Creek,NA,NA,Frederick
Rockingham County,A,,2017-03-09T00:00:00Z,Hone Quarry Lake,NA,National Forest Water,Rockingham
Rockingham County,A,,2017-03-09T00:00:00Z,Briery Branch Lake,NA,National Forest Water,Rockingham
Tazewell County,A,,2017-03-09T00:00:00Z,Lincolnshire Lake,NA,Heritage Day Water,Tazewell
Washington County,A,,2017-03-09T00:00:00Z,Whitetop Laurel,Lower,National Forest Water,Washington
Washington County,A,,2017-03-09T00:00:00Z,Whitetop Laurel,Upper,National Forest Water,Washington
Washington County,A,,2017-03-09T00:00:00Z,Tennessee Laurel,NA,NA,Washington
Henry County,A,,2017-03-08T00:00:00Z,Smith River,Lower,NA,Henry
Grayson County,B,,2017-03-08T00:00:00Z,Fox Creek,NA,National Forest Water,Grayson
Grayson County,B,,2017-03-08T00:00:00Z,Middle Fox Creek,NA,NA,Grayson
Buchanan County,A,,2017-03-08T00:00:00Z,Dismal River,NA,NA,Buchanan
Augusta County,A,,2017-03-08T00:00:00Z,Lower Sherando Lake,NA,National Forest Water,Augusta
Augusta County,B,,2017-03-08T00:00:00Z,Upper Sherando Lake,NA,National Forest Water,Augusta
Shenandoah County,A,,2017-03-08T00:00:00Z,Passage Creek,NA,"c(""Heritage Day Water"", ""National Forest Water"")",Shenandoah
City of Richmond,U,,2017-03-07T00:00:00Z,Shields Lake,NA,NA,Richmond
Henrico County,U,,2017-03-07T00:00:00Z,Dorey Park Lake,NA,NA,Henrico
Bland County,B,,2017-03-07T00:00:00Z,Lick Creek,NA,NA,Bland
Tazewell County,C,,2017-03-07T00:00:00Z,Laurel Creek,NA,National Forest Water,Tazewell
Smyth County,A,,2017-03-07T00:00:00Z,South Fork Holston River,Lower,NA,Smyth
Washington County,A,,2017-03-07T00:00:00Z,Big Tumbling Creek,NA,FFA,Washington
Washington County,B,,2017-03-07T00:00:00Z,Big Brumley Creek,NA,NA,Washington
Tazewell County,B,,2017-03-07T00:00:00Z,Little Tumbling Creek,NA,NA,Tazewell
Bath County,A,,2017-03-07T00:00:00Z,Back Creek,NA,National Forest Water,Bath
Fauquier County,A,,2017-03-07T00:00:00Z,Thompson WMA Pond,NA,NA,Fauquier
Shenandoah County,B,,2017-03-07T00:00:00Z,Tomahawk Pond,NA,National Forest Water,Shenandoah
Roanoke County,A,,2017-03-07T00:00:00Z,Roanoke River,Salem,NA,Roanoke
Botetourt County,A,,2017-03-06T00:00:00Z,Jennings Creek,NA,"c(""Heritage Day Water"", ""National Forest Water"")",Botetourt
Botetourt County,C,,2017-03-06T00:00:00Z,McFalls Creek,NA,National Forest Water,Botetourt
Alleghany County,A,,2017-03-06T00:00:00Z,Clifton Forge Reservoir,NA,National Forest Water,Alleghany
Bath County,+,,2017-03-06T00:00:00Z,Douthat Lake,Only,NA,Bath
Wythe County,A,,2017-03-06T00:00:00Z,Rural Retreat Lake Pond,NA,NA,Wythe
Lee County,A,,2017-03-06T00:00:00Z,Martins Creek,NA,NA,Lee
Lee County,A,,2017-03-06T00:00:00Z,North Fork Powell River,NA,NA,Lee
Wise County,A,,2017-03-06T00:00:00Z,South Fork Powell River,NA,Heritage Day Water,Wise
Wise County,A,,2017-03-06T00:00:00Z,Middle Fork Powell River,Appalachia,NA,Wise
Carroll County,A,,2017-03-04T00:00:00Z,Crooked Creek,NA,NA,Carroll
Carroll County,A,,2017-03-04T00:00:00Z,Little Reed Island Creek,NA,NA,Carroll
Albemarle County,A,,2017-03-04T00:00:00Z,Scottsville Lake,Was Named: Mink Creek Reservoir,NA,Albemarle
Montgomery County,A,,2017-03-04T00:00:00Z,Pandapas Pond,NA,National Forest Water,Montgomery
Washington County,A,,2017-03-04T00:00:00Z,Beartree Lake,NA,"c(""Heritage Day Water"", ""National Forest Water"")",Washington
Grayson County,A,,2017-03-04T00:00:00Z,Big Wilson Creek,NA,NA,Grayson
Bland County,C,,2017-03-03T00:00:00Z,Laurel Fork Creek,NA,NA,Bland
Bland County,A,,2017-03-03T00:00:00Z,Wolf Creek,NA,NA,Bland
Giles County,A,,2017-03-03T00:00:00Z,Wolf Creek,NA,NA,Giles
Albemarle County,A,,2017-03-03T00:00:00Z,Mint Springs Lake,Upper,NA,Albemarle
Albemarle County,A,,2017-03-03T00:00:00Z,Mint Springs Lake,Middle,NA,Albemarle
Roanoke County,A,,2017-03-03T00:00:00Z,Glade Creek,NA,NA,Roanoke
Roanoke County,A,,2017-03-03T00:00:00Z,Tinker Creek,NA,Heritage Day Water,Roanoke
Giles County,A,,2017-03-03T00:00:00Z,Big Stoney Creek,NA,National Forest Water,Giles
Scott County,A,,2017-03-03T00:00:00Z,Bark Camp Lake,NA,"c(""Heritage Day Water"", ""National Forest Water"")",Scott
Scott County,B,,2017-03-03T00:00:00Z,Stock Creek,NA,NA,Scott
Smyth County,A,,2017-03-03T00:00:00Z,Middle Fork Holston River,Marion,Heritage Day Water,Smyth
Smyth County,A,,2017-03-03T00:00:00Z,Middle Fork Holston River,Chilhowie,Heritage Day Water,Smyth
Augusta County,B,,2017-03-03T00:00:00Z,Back Creek,NA,National Forest Water,Augusta
Page County,B,,2017-03-03T00:00:00Z,Cub Run,NA,National Forest Water,Page
Augusta County,C,,2017-03-03T00:00:00Z,Mills Creek,NA,National Forest Water,Augusta
Warren County,B,,2017-03-03T00:00:00Z,Happy Creek,NA,NA,Warren
Floyd County,B,,2017-03-02T00:00:00Z,Laurel Fork,NA,NA,Floyd
Grayson County,A,,2017-03-02T00:00:00Z,Hales Lake,NA,National Forest Water,Grayson
Pulaski County,B,,2017-03-02T00:00:00Z,Peak Creek-Below Gatewood Reservoir,NA,NA,Pulaski
Amherst County,A,,2017-03-02T00:00:00Z,Pedlar River,Lower,National Forest Water,Amherst
Roanoke County,A,,2017-03-02T00:00:00Z,Roanoke River,City,NA,Roanoke
Rockbridge County,B,,2017-03-02T00:00:00Z,Irish Creek,NA,National Forest Water,Rockbridge
Frederick County,A,,2017-03-02T00:00:00Z,Clearbrook Lake,NA,NA,Frederick
Shenandoah County,C,,2017-03-02T00:00:00Z,Peters Mill Creek,NA,National Forest Water,Shenandoah
Frederick County,A,,2017-03-02T00:00:00Z,Winchester Lake,Wilkins Lake,NA,Frederick
Patrick County,B,,2017-03-01T00:00:00Z,Ararat River,NA,NA,Patrick
Patrick County,B,,2017-03-01T00:00:00Z,Clarks Creek,NA,NA,Patrick
Wythe County,A,,2017-03-01T00:00:00Z,Cripple Creek,Rt. 94,NA,Wythe
Madison County,A,,2017-03-01T00:00:00Z,Rose River,NA,Heritage Day Water,Madison
Madison County,A,,2017-03-01T00:00:00Z,Hughes River,NA,NA,Madison
Craig County,A,,2017-03-01T00:00:00Z,Potts Creek,NA,National Forest Water,Craig
Bath County,A,,2017-03-01T00:00:00Z,Jackson River,Rt. 623,National Forest Water,Bath
Rockingham County,A,,2017-03-01T00:00:00Z,South River,Grottoes,NA,Rockingham
Augusta County,A,,2017-03-01T00:00:00Z,South River,Ridgeview Park,NA,Augusta
Amherst County,C,,2017-02-24T00:00:00Z,Davis Mill Creek,NA,National Forest Water,Amherst
Craig County,B,,2017-02-24T00:00:00Z,Barbours Creek,NA,"c(""NSF"", ""National Forest Water"")",Craig
Amherst County,B,,2017-02-24T00:00:00Z,Pedlar River,Upper,"c(""Heritage Day Water"", ""National Forest Water"")",Amherst
City of Norton,B,,2017-02-24T00:00:00Z,Norton Reservoir,Upper,NA,Norton
Bath County,A,,2017-02-24T00:00:00Z,Jackson River,Hidden Valley,National Forest Water,Bath
Wise County,DH,,2017-02-24T00:00:00Z,Middle Fork of Powell River,NA,Delayed Harvest Water,Wise
Henry County,B,,2017-02-23T00:00:00Z,Smith River,Dam,NA,Henry
Grayson County,A,,2017-02-23T00:00:00Z,Hales Lake,NA,National Forest Water,Grayson
Bath County,A,,2017-02-23T00:00:00Z,Back Creek,NA,National Forest Water,Bath
Shenandoah County,A,,2017-02-23T00:00:00Z,Stony Creek,NA,NA,Shenandoah
Smyth County,A,,2017-02-23T00:00:00Z,South Fork Holston River,Buller Dam,National Forest Water,Smyth
Floyd County,B,,2017-02-22T00:00:00Z,Goose Creek,NA,NA,Floyd
Bath County,A,,2017-02-22T00:00:00Z,Cowpasture River,NA,National Forest Water,Bath
Scott County,DH,,2017-02-21T00:00:00Z,Big Moccasin Creek,NA,Delayed Harvest Water,Scott
Bland County,A,,2017-02-18T00:00:00Z,Wolf Creek,NA,NA,Bland
Patrick County,B,,2017-02-17T00:00:00Z,Dan River,Above Talbott,NSF,Patrick
Patrick County,C,,2017-02-17T00:00:00Z,Round Meadow Creek,NA,NSF,Patrick
Craig County,A,,2017-02-17T00:00:00Z,Potts Creek,NA,National Forest Water,Craig
Scott County,B,,2017-02-17T00:00:00Z,Stock Creek,NA,NA,Scott
City of Lynchburg,U,,2017-02-17T00:00:00Z,Ivy Creek Park Pond,Clemmons Lake,NA,Lynchburg
Bath County,A,,2017-02-17T00:00:00Z,Bullpasture River,NA,NA,Bath
Highland County,A,,2017-02-17T00:00:00Z,Bullpasture River,NA,NA,Highland
Wythe County,B,,2017-02-16T00:00:00Z,Gullion Fork Ponds,NA,National Forest Water,Wythe
Montgomery County,B,,2017-02-16T00:00:00Z,Toms Creek,NA,NA,Montgomery
Montgomery County,C,,2017-02-16T00:00:00Z,Poverty Creek,NA,National Forest Water,Montgomery
Madison County,A,,2017-02-16T00:00:00Z,Rose River,NA,Heritage Day Water,Madison
Madison County,A,,2017-02-16T00:00:00Z,Hughes River,NA,NA,Madison
City of Hampton,U,,2017-02-16T00:00:00Z,Armistead Pointe Park Pond,NA,NA,Hampton
City of Chesapeake,U,,2017-02-16T00:00:00Z,Northwest River Park,NA,NA,Chesapeake
Smyth County,A,,2017-02-15T00:00:00Z,South Fork Holston River,Lower,NA,Smyth
Page County,B,,2017-02-15T00:00:00Z,Cub Run,NA,National Forest Water,Page
Augusta County,B,,2017-02-15T00:00:00Z,Back Creek,NA,National Forest Water,Augusta
Floyd County,B,,2017-02-15T00:00:00Z,Little Indian Creek,NA,NSF,Floyd
Augusta County,A,,2017-02-14T00:00:00Z,Elkhorn Lake,NA,National Forest Water,Augusta
Rockingham County,A,,2017-02-14T00:00:00Z,Briery Branch Lake,NA,National Forest Water,Rockingham
Rockingham County,A,,2017-02-14T00:00:00Z,Hone Quarry Lake,NA,National Forest Water,Rockingham
Floyd County,C,,2017-02-14T00:00:00Z,Rush Fork,NA,NSF,Floyd
Floyd County,B,,2017-02-14T00:00:00Z,West Fork Little River,NA,NSF,Floyd
Lee County,DH,,2017-02-14T00:00:00Z,Indian Creek,NA,Delayed Harvest Water,Lee
Carroll County,B,,2017-02-13T00:00:00Z,Stewarts Creek,NA,NSF,Carroll
Roanoke County,A,,2017-02-10T00:00:00Z,Roanoke River,City,NA,Roanoke
Washington County,A,,2017-02-10T00:00:00Z,Big Tumbling Creek,NA,FFA,Washington
Washington County,B,,2017-02-10T00:00:00Z,Big Brumley Creek,NA,NA,Washington
Nelson County,A,,2017-02-10T00:00:00Z,Tye River,NA,NA,Nelson
Rockingham County,B,,2017-02-10T00:00:00Z,North Fork Shenandoah River,NA,NA,Rockingham
Augusta County,B,,2017-02-10T00:00:00Z,North River,Upper,"c(""NSF"", ""National Forest Water"")",Augusta
Floyd County,A,,2017-02-09T00:00:00Z,Burkes Fork,NA,NA,Floyd
Botetourt County,B,,2017-02-09T00:00:00Z,Roaring Run,NA,National Forest Water,Botetourt
Rockingham County,B,,2017-02-09T00:00:00Z,Dry River,NA,NSF,Rockingham
Shenandoah County,A,,2017-02-09T00:00:00Z,Passage Creek,NA,"c(""Heritage Day Water"", ""National Forest Water"")",Shenandoah
Tazewell County,A,,2017-02-08T00:00:00Z,Lake Witten,NA,Heritage Day Water,Tazewell
City of Fredericksburg,U,,2017-02-08T00:00:00Z,Old Cossey Pond,NA,NA,Fredericksburg
Bath County,A,,2017-02-08T00:00:00Z,Jackson River,Rt. 623,National Forest Water,Bath
Wise County,B,,2017-02-08T00:00:00Z,Bear Creek Reservoir,Wise Res.,NA,Wise
Wythe County,A,,2017-02-07T00:00:00Z,Cripple Creek,Ravens,Heritage Day Water,Wythe
City of Richmond,U,,2017-02-07T00:00:00Z,Shields Lake,NA,NA,Richmond
Henrico County,U,,2017-02-07T00:00:00Z,Dorey Park Lake,NA,NA,Henrico
Frederick County,A,,2017-02-07T00:00:00Z,Clearbrook Lake,NA,NA,Frederick
Frederick County,A,,2017-02-07T00:00:00Z,Winchester Lake,Wilkins Lake,NA,Frederick
Smyth County,A,,2017-02-06T00:00:00Z,Middle Fork Holston River,Marion,Heritage Day Water,Smyth
Smyth County,A,,2017-02-06T00:00:00Z,Middle Fork Holston River,Chilhowie,Heritage Day Water,Smyth
Smyth County,A,,2017-02-06T00:00:00Z,Staley Creek,NA,NA,Smyth
Madison County,A,,2017-02-03T00:00:00Z,Robinson River,NA,Heritage Day Water,Madison
Grayson County,A,,2017-02-03T00:00:00Z,Big Wilson Creek,NA,NA,Grayson
Rockbridge County,A,,2017-02-03T00:00:00Z,Maury River,NA,NA,Rockbridge
Rockbridge County,A,,2017-02-03T00:00:00Z,Mill Creek,NA,National Forest Water,Rockbridge
Rockingham County,A,,2017-02-03T00:00:00Z,South River,Grottoes,NA,Rockingham
Augusta County,A,,2017-02-03T00:00:00Z,South River,Ridgeview Park,NA,Augusta
Prince William County,U,,2017-02-02T00:00:00Z,Locust Shade Park,NA,NA,Prince William
Shenandoah County,C,,2017-02-02T00:00:00Z,Peters Mill Creek,NA,National Forest Water,Shenandoah
Page County,C,,2017-02-02T00:00:00Z,Upper Passage Creek,NA,National Forest Water,Page
Giles County,A,,2017-02-01T00:00:00Z,Wolf Creek,NA,NA,Giles
Lee County,A,,2017-02-01T00:00:00Z,Martins Creek,NA,NA,Lee
Lee County,A,,2017-02-01T00:00:00Z,North Fork Powell River,NA,NA,Lee
Wise County,A,,2017-02-01T00:00:00Z,Middle Fork Powell River,Appalachia,NA,Wise
Wise County,A,,2017-02-01T00:00:00Z,South Fork Powell River,NA,Heritage Day Water,Wise
Page County,A,,2017-02-01T00:00:00Z,Hawksbill Creek,NA,Heritage Day Water,Page
Augusta County,B,,2017-02-01T00:00:00Z,North River,Gorge,National Forest Water,Augusta
Augusta County,B,,2017-02-01T00:00:00Z,North River,Natural Chimneys,NA,Augusta
Roanoke County,A,,2017-01-27T00:00:00Z,Tinker Creek,NA,Heritage Day Water,Roanoke
Roanoke County,A,,2017-01-27T00:00:00Z,Glade Creek,NA,NA,Roanoke
Amherst County,A,,2017-01-27T00:00:00Z,Pedlar River,Lower,National Forest Water,Amherst
Rockingham County,B,,2017-01-27T00:00:00Z,Dry River,NA,NSF,Rockingham
Bath County,B,,2017-01-27T00:00:00Z,Pads Creek,NA,National Forest Water,Bath
Augusta County,C,,2017-01-27T00:00:00Z,Falls Hollow,NA,"c(""NSF"", ""National Forest Water"")",Augusta
Henry County,A,,2017-01-26T00:00:00Z,Smith River,Lower,NA,Henry
Patrick County,C,,2017-01-26T00:00:00Z,Poorhouse Creek,NA,NSF,Patrick
Albemarle County,A,,2017-01-26T00:00:00Z,Mint Springs Lake,Middle,NA,Albemarle
Albemarle County,A,,2017-01-26T00:00:00Z,Mint Springs Lake,Upper,NA,Albemarle
Alleghany County,A,,2017-01-26T00:00:00Z,Clifton Forge Reservoir,NA,National Forest Water,Alleghany
Alleghany County,C,,2017-01-26T00:00:00Z,Smith Creek,NA,"c(""NSF"", ""National Forest Water"")",Alleghany
Alleghany County,B,,2017-01-26T00:00:00Z,Pounding Mill Creek,NA,National Forest Water,Alleghany
Augusta County,B,,2017-01-26T00:00:00Z,North River,Upper,"c(""NSF"", ""National Forest Water"")",Augusta
Tazewell County,C,,2017-01-25T00:00:00Z,Laurel Creek,NA,National Forest Water,Tazewell
City of Lynchburg,U,,2017-01-25T00:00:00Z,Ivy Creek Park Pond,Clemmons Lake,NA,Lynchburg
Dickenson County,B,,2017-01-25T00:00:00Z,Cranesnest River,NA,NA,Dickenson
Dickenson County,A,,2017-01-25T00:00:00Z,Russell Fork River,Bartlick,NA,Dickenson
Dickenson County,B,,2017-01-25T00:00:00Z,Russell Fork River,Haysi,NA,Dickenson
Dickenson County,A,,2017-01-25T00:00:00Z,Pound River,Flannagan Dam,NA,Dickenson
Rockingham County,B,,2017-01-25T00:00:00Z,Slate Lick Lake,NA,National Forest Water,Rockingham
Rockingham County,B,,2017-01-25T00:00:00Z,Slate Lick Run,NA,National Forest Water,Rockingham
Giles County,B,,2017-01-24T00:00:00Z,Dismal Creek,NA,National Forest Water,Giles
Page County,A,,2017-01-24T00:00:00Z,Hawksbill Creek,NA,Heritage Day Water,Page
Rockbridge County,A,,2017-01-24T00:00:00Z,Maury River,NA,NA,Rockbridge
Rockbridge County,A,,2017-01-24T00:00:00Z,Mill Creek,NA,National Forest Water,Rockbridge
Russell County,A,,2017-01-23T00:00:00Z,Big Cedar Creek,NA,NA,Russell
Wythe County,C,,2017-01-23T00:00:00Z,Stoney Creek,NA,National Forest Water,Wythe
Wythe County,C,,2017-01-23T00:00:00Z,West Fork Reed Creek,NA,National Forest Water,Wythe
Montgomery County,A,,2017-01-23T00:00:00Z,Pandapas Pond,NA,National Forest Water,Montgomery
Montgomery County,C,,2017-01-23T00:00:00Z,Poverty Creek,NA,National Forest Water,Montgomery
Washington County,A,,2017-01-20T00:00:00Z,Beartree Lake,NA,"c(""Heritage Day Water"", ""National Forest Water"")",Washington
Albemarle County,A,,2017-01-20T00:00:00Z,Sugar Hollow Reservoir,NA,NA,Albemarle
Albemarle County,B,,2017-01-20T00:00:00Z,Moormans River,N. Fork,NSF,Albemarle
Albemarle County,B,,2017-01-20T00:00:00Z,Moormans River,S. Fork,NA,Albemarle
Henry County,B,,2017-01-20T00:00:00Z,Smith River,Dam,NA,Henry
Wythe County,A,,2017-01-20T00:00:00Z,Cripple Creek,Rt. 94,NA,Wythe
Frederick County,A,,2017-01-20T00:00:00Z,Clearbrook Lake,NA,NA,Frederick
Frederick County,A,,2017-01-20T00:00:00Z,Winchester Lake,Wilkins Lake,NA,Frederick
Highland County,B,,2017-01-20T00:00:00Z,South Branch Potomac River,NA,NA,Highland
Smyth County,A,,2017-01-20T00:00:00Z,South Fork Holston River,Buller Dam,National Forest Water,Smyth
Greene County,B,,2017-01-19T00:00:00Z,South River,NA,NA,Greene
Greene County,B,,2017-01-19T00:00:00Z,Swift Run,NA,NA,Greene
Tazewell County,A,,2017-01-19T00:00:00Z,Lincolnshire Lake,NA,Heritage Day Water,Tazewell
Bath County,A,,2017-01-19T00:00:00Z,Back Creek,NA,National Forest Water,Bath
Shenandoah County,A,,2017-01-19T00:00:00Z,Passage Creek,NA,"c(""Heritage Day Water"", ""National Forest Water"")",Shenandoah
Scott County,A,,2017-01-18T00:00:00Z,Bark Camp Lake,NA,"c(""Heritage Day Water"", ""National Forest Water"")",Scott
Henrico County,U,,2017-01-18T00:00:00Z,Dorey Park Lake,NA,NA,Henrico
City of Richmond,U,,2017-01-18T00:00:00Z,Shields Lake,NA,NA,Richmond
Carroll County,A,,2017-01-18T00:00:00Z,Crooked Creek,NA,NA,Carroll
Carroll County,A,,2017-01-18T00:00:00Z,Little Reed Island Creek,NA,NA,Carroll
Bath County,A,,2017-01-18T00:00:00Z,Cowpasture River,NA,National Forest Water,Bath
Frederick County,B,,2017-01-18T00:00:00Z,Hogue Creek,NA,NA,Frederick
Rockingham County,B,,2017-01-18T00:00:00Z,North Fork Shenandoah River,NA,NA,Rockingham
Rockingham County,C,,2017-01-18T00:00:00Z,German River,NA,NA,Rockingham
Smyth County,B,,2017-01-17T00:00:00Z,Middle Fork Holston River,Upper,NA,Smyth
Augusta County,A,,2017-01-17T00:00:00Z,Lower Sherando Lake,NA,National Forest Water,Augusta
Franklin County,A,,2017-01-17T00:00:00Z,Pigg River,NA,Heritage Day Water,Franklin
Franklin County,B,,2017-01-17T00:00:00Z,Runnett Bag Creek,NA,NA,Franklin
Wythe County,B,,2017-01-17T00:00:00Z,Gullion Fork Ponds,NA,National Forest Water,Wythe
Grayson County,A,,2017-01-14T00:00:00Z,Elk Creek,NA,NA,Grayson
Washington County,A,,2017-01-12T00:00:00Z,Whitetop Laurel,Upper,National Forest Water,Washington
Washington County,A,,2017-01-12T00:00:00Z,Whitetop Laurel,Lower,National Forest Water,Washington
Washington County,A,,2017-01-12T00:00:00Z,Tennessee Laurel,NA,NA,Washington
Botetourt County,A,,2017-01-12T00:00:00Z,Jennings Creek,NA,"c(""Heritage Day Water"", ""National Forest Water"")",Botetourt
Botetourt County,B,,2017-01-12T00:00:00Z,Middle Creek,NA,National Forest Water,Botetourt
Botetourt County,C,,2017-01-12T00:00:00Z,McFalls Creek,NA,National Forest Water,Botetourt
City of Hampton,U,,2017-01-12T00:00:00Z,Armistead Pointe Park Pond,NA,NA,Hampton
City of Chesapeake,U,,2017-01-12T00:00:00Z,Northwest River Park,NA,NA,Chesapeake
Bath County,A,,2017-01-12T00:00:00Z,Jackson River,Hidden Valley,National Forest Water,Bath
Grayson County,B,,2017-01-10T00:00:00Z,Fox Creek,NA,National Forest Water,Grayson
Grayson County,B,,2017-01-10T00:00:00Z,Middle Fox Creek,NA,NA,Grayson
Grayson County,B,,2017-01-10T00:00:00Z,Helton Creek,NA,NA,Grayson
Frederick County,B,,2017-01-10T00:00:00Z,Paddy Run,NA,National Forest Water,Frederick
Montgomery County,B,,2017-01-10T00:00:00Z,Craig Creek,NA,National Forest Water,Montgomery
Fauquier County,A,,2017-01-09T00:00:00Z,Thompson WMA Pond,NA,NA,Fauquier
Amherst County,B,,2017-01-06T00:00:00Z,Piney River,S. Fork & Proper,"c(""NSF"", ""National Forest Water"")",Amherst
Amherst County,C,,2017-01-06T00:00:00Z,Little Irish Creek,NA,NSF,Amherst
Giles County,A,,2017-01-06T00:00:00Z,Big Stoney Creek,NA,National Forest Water,Giles
Nelson County,C,,2017-01-05T00:00:00Z,South Rockfish River,NA,NSF,Nelson
Shenandoah County,A,,2017-01-05T00:00:00Z,Stony Creek,NA,NA,Shenandoah
Shenandoah County,B,,2017-01-05T00:00:00Z,Mill Creek,NA,NA,Shenandoah
Warren County,B,,2017-01-05T00:00:00Z,Happy Creek,NA,NA,Warren
Albemarle County,A,,2017-01-04T00:00:00Z,Scottsville Lake,Was Named: Mink Creek Reservoir,NA,Albemarle
Bath County,A,,2017-01-04T00:00:00Z,Bullpasture River,NA,NA,Bath
Highland County,A,,2017-01-04T00:00:00Z,Bullpasture River,NA,NA,Highland
Buchanan County,A,,2017-01-04T00:00:00Z,Dismal River,NA,NA,Buchanan
Washington County,C,,2017-01-04T00:00:00Z,Straight Branch,NA,National Forest Water,Washington
Washington County,C,,2017-01-04T00:00:00Z,Valley Creek,NA,NA,Washington
