county_string,Category,species,date,waterbody1,waterbody2,specialtype,county
Grayson County,A,Rainbow Trout,2022-05-31T00:00:00Z,Elk Creek,NA,NA,Grayson
Bath County,+,Rainbow TroutBrown Trout,2022-05-31T00:00:00Z,Douthat Lake & Wilson Creek,NA,FFA,Bath
Bath County,CR,Brown Trout,2022-05-31T00:00:00Z,Spring Run,NA,NA,Bath
Carroll County,+,Rainbow TroutBrown TroutBrook Trout,2022-05-30T00:00:00Z,Crooked Creek,NA,"c(""FFA"", ""Heritage Day Water"")",Carroll
Washington County,+,Rainbow Trout,2022-05-30T00:00:00Z,Clinch Mountain,NA,FFA,Washington
Washington County,+,Rainbow Trout,2022-05-28T00:00:00Z,Clinch Mountain,NA,FFA,Washington
Smyth County,A,Rainbow Trout,2022-05-28T00:00:00Z,Middle Fork Holston River,Marion,Heritage Day Water,Smyth
Smyth County,A,Rainbow Trout,2022-05-28T00:00:00Z,Middle Fork Holston River,Chilhowie,Heritage Day Water,Smyth
Carroll County,+,Rainbow TroutBrown TroutBrook Trout,2022-05-28T00:00:00Z,Crooked Creek,NA,"c(""FFA"", ""Heritage Day Water"")",Carroll
Washington County,+,Rainbow Trout,2022-05-27T00:00:00Z,Clinch Mountain,NA,FFA,Washington
Carroll County,+,Rainbow TroutBrown TroutBrook Trout,2022-05-27T00:00:00Z,Crooked Creek,NA,"c(""FFA"", ""Heritage Day Water"")",Carroll
Grayson County,A,Rainbow Trout,2022-05-27T00:00:00Z,Hales Lake,NA,National Forest Water,Grayson
Smyth County,A,Rainbow Trout,2022-05-27T00:00:00Z,South Fork Holston River,Buller Dam,National Forest Water,Smyth
Bath County,+,Rainbow TroutBrown Trout,2022-05-27T00:00:00Z,Douthat Lake & Wilson Creek,NA,FFA,Bath
Bath County,A,Rainbow TroutBrown TroutBrook TroutTiger Trout,2022-05-27T00:00:00Z,Cowpasture River,NA,National Forest Water,Bath
Bath County,A,Rainbow TroutBrown TroutBrook TroutTiger Trout,2022-05-27T00:00:00Z,Bullpasture River,NA,NA,Bath
Highland County,A,Rainbow TroutBrown TroutBrook TroutTiger Trout,2022-05-27T00:00:00Z,Bullpasture River,NA,NA,Highland
Shenandoah County,A,Rainbow TroutBrown Trout,2022-05-26T00:00:00Z,Passage Creek,NA,"c(""Heritage Day Water"", ""National Forest Water"")",Shenandoah
Bath County,A,Rainbow TroutBrown Trout,2022-05-26T00:00:00Z,Jackson River,Hidden Valley,National Forest Water,Bath
Wythe County,A,Rainbow Trout,2022-05-25T00:00:00Z,Cripple Creek,Rt. 94,NA,Wythe
Carroll County,+,Rainbow TroutBrown TroutBrook Trout,2022-05-25T00:00:00Z,Crooked Creek,NA,"c(""FFA"", ""Heritage Day Water"")",Carroll
Smyth County,A,Rainbow Trout,2022-05-25T00:00:00Z,Staley Creek,NA,NA,Smyth
Washington County,+,Rainbow Trout,2022-05-25T00:00:00Z,Clinch Mountain,NA,FFA,Washington
Amherst County,A,Rainbow TroutBrown Trout,2022-05-25T00:00:00Z,Pedlar River,Lower,National Forest Water,Amherst
Augusta County,A,Rainbow Trout,2022-05-25T00:00:00Z,Elkhorn Lake,NA,National Forest Water,Augusta
Bath County,A,Rainbow TroutBrown Trout,2022-05-25T00:00:00Z,Jackson River,Rt. 623,National Forest Water,Bath
Bath County,A,Rainbow TroutBrown Trout,2022-05-24T00:00:00Z,Back Creek,NA,National Forest Water,Bath
Augusta County,A,Brook Trout,2022-05-24T00:00:00Z,Hearthstone Lake,NA,National Forest Water,Augusta
Frederick County,A,Rainbow TroutBrown Trout,2022-05-24T00:00:00Z,Clearbrook Lake,NA,NA,Frederick
Frederick County,A,Rainbow TroutBrown Trout,2022-05-24T00:00:00Z,Winchester Lake,Wilkins Lake,NA,Frederick
Washington County,A,Rainbow TroutBrown Trout,2022-05-24T00:00:00Z,Whitetop Laurel,Lower,National Forest Water,Washington
Washington County,A,Rainbow TroutBrown Trout,2022-05-24T00:00:00Z,Whitetop Laurel,Upper,National Forest Water,Washington
Washington County,A,Rainbow TroutBrown Trout,2022-05-24T00:00:00Z,Tennessee Laurel,NA,NA,Washington
Madison County,A,Rainbow TroutBrook Trout,2022-05-23T00:00:00Z,Hughes River,NA,NA,Madison
Bath County,+,Rainbow TroutBrown Trout,2022-05-23T00:00:00Z,Douthat Lake & Wilson Creek,NA,FFA,Bath
Fauquier County,A,Rainbow TroutBrown Trout,2022-05-23T00:00:00Z,Thompson WMA Pond,NA,NA,Fauquier
Wythe County,A,Rainbow Trout,2022-05-23T00:00:00Z,Rural Retreat Lake Pond,NA,NA,Wythe
Carroll County,+,Rainbow TroutBrook Trout,2022-05-23T00:00:00Z,Crooked Creek,NA,"c(""FFA"", ""Heritage Day Water"")",Carroll
Washington County,+,Rainbow Trout,2022-05-23T00:00:00Z,Clinch Mountain,NA,FFA,Washington
Giles County,A,Rainbow Trout,2022-05-21T00:00:00Z,Big Stoney Creek,NA,National Forest Water,Giles
Bland County,A,Rainbow Trout,2022-05-21T00:00:00Z,Wolf Creek,NA,NA,Bland
Carroll County,+,Rainbow Trout,2022-05-21T00:00:00Z,Crooked Creek,NA,"c(""FFA"", ""Heritage Day Water"")",Carroll
Washington County,+,Rainbow Trout,2022-05-21T00:00:00Z,Clinch Mountain,NA,FFA,Washington
Roanoke County,A,Rainbow TroutBrook Trout,2022-05-20T00:00:00Z,Tinker Creek,NA,Heritage Day Water,Roanoke
Roanoke County,A,Rainbow TroutBrook Trout,2022-05-20T00:00:00Z,Glade Creek,NA,NA,Roanoke
Albemarle County,A,Rainbow TroutBrown Trout,2022-05-20T00:00:00Z,Mint Springs Lake,Middle,NA,Albemarle
Albemarle County,A,Rainbow TroutBrown Trout,2022-05-20T00:00:00Z,Mint Springs Lake,Upper,NA,Albemarle
Floyd County,A,Rainbow Trout,2022-05-20T00:00:00Z,Burkes Fork,NA,NA,Floyd
Carroll County,A,Rainbow Trout,2022-05-20T00:00:00Z,Crooked Creek,NA,NA,Carroll
Carroll County,A,Rainbow Trout,2022-05-20T00:00:00Z,Little Reed Island Creek,NA,NA,Carroll
Carroll County,+,Rainbow Trout,2022-05-20T00:00:00Z,Crooked Creek,NA,"c(""FFA"", ""Heritage Day Water"")",Carroll
Lee County,A,Rainbow Trout,2022-05-20T00:00:00Z,North Fork Powell River,NA,NA,Lee
Lee County,A,Rainbow Trout,2022-05-20T00:00:00Z,Martins Creek,NA,NA,Lee
Washington County,+,Rainbow Trout,2022-05-20T00:00:00Z,Clinch Mountain,NA,FFA,Washington
Bath County,+,Rainbow TroutBrown Trout,2022-05-20T00:00:00Z,Douthat Lake & Wilson Creek,NA,FFA,Bath
Augusta County,A,Rainbow TroutBrown Trout,2022-05-20T00:00:00Z,Braley Pond,NA,National Forest Water,Augusta
Rockbridge County,A,Rainbow TroutBrown Trout,2022-05-20T00:00:00Z,Maury River,NA,NA,Rockbridge
Rockbridge County,A,Rainbow TroutBrown Trout,2022-05-20T00:00:00Z,Mill Creek,NA,National Forest Water,Rockbridge
Botetourt County,A,Rainbow TroutBrown TroutBrook Trout,2022-05-19T00:00:00Z,Jennings Creek,NA,"c(""Heritage Day Water"", ""National Forest Water"")",Botetourt
Buchanan County,A,Rainbow TroutBrown Trout,2022-05-19T00:00:00Z,Dismal River,NA,NA,Buchanan
Washington County,A,Rainbow Trout,2022-05-19T00:00:00Z,Beartree Lake,NA,"c(""Heritage Day Water"", ""National Forest Water"")",Washington
Rockingham County,A,Rainbow TroutBrown Trout,2022-05-19T00:00:00Z,South River,Grottoes,NA,Rockingham
Augusta County,A,Rainbow TroutBrown Trout,2022-05-19T00:00:00Z,South River,Ridgeview Park,NA,Augusta
Alleghany County,A,Rainbow TroutBrown Trout,2022-05-19T00:00:00Z,Clifton Forge Reservoir,NA,National Forest Water,Alleghany
Roanoke County,A,Rainbow Trout,2022-05-18T00:00:00Z,Roanoke River,City,NA,Roanoke
Madison County,A,Rainbow TroutBrook Trout,2022-05-18T00:00:00Z,Robinson River,NA,Heritage Day Water,Madison
Carroll County,+,Rainbow TroutBrown TroutBrook Trout,2022-05-18T00:00:00Z,Crooked Creek,NA,"c(""FFA"", ""Heritage Day Water"")",Carroll
Patrick County,A,Rainbow Trout,2022-05-18T00:00:00Z,Dan River,Below Powerhouse,NA,Patrick
Shenandoah County,A,Rainbow TroutBrown Trout,2022-05-18T00:00:00Z,Stony Creek,NA,NA,Shenandoah
Rockingham County,A,Rainbow Trout,2022-05-18T00:00:00Z,Hone Quarry Lake,NA,National Forest Water,Rockingham
Rockingham County,A,Rainbow Trout,2022-05-18T00:00:00Z,Briery Branch Lake,NA,National Forest Water,Rockingham
Russell County,A,Rainbow Trout,2022-05-18T00:00:00Z,Big Cedar Creek,NA,NA,Russell
Washington County,+,Rainbow Trout,2022-05-18T00:00:00Z,Clinch Mountain,NA,FFA,Washington
Albemarle County,A,Rainbow Trout,2022-05-17T00:00:00Z,Scottsville Lake,Was Named: Mink Creek Reservoir,NA,Albemarle
Wythe County,A,Rainbow Trout,2022-05-17T00:00:00Z,Cripple Creek,Ravens,Heritage Day Water,Wythe
Augusta County,A,Rainbow TroutBrown Trout,2022-05-17T00:00:00Z,Lower Sherando Lake,NA,National Forest Water,Augusta
Smyth County,A,Rainbow TroutBrown Trout,2022-05-17T00:00:00Z,South Fork Holston River,Lower,NA,Smyth
Craig County,A,Rainbow TroutBrown Trout,2022-05-16T00:00:00Z,Potts Creek,NA,National Forest Water,Craig
Amherst County,A,Rainbow TroutBrown Trout,2022-05-16T00:00:00Z,Pedlar River,Lower,National Forest Water,Amherst
Carroll County,+,Rainbow Trout,2022-05-16T00:00:00Z,Crooked Creek,NA,"c(""FFA"", ""Heritage Day Water"")",Carroll
Grayson County,A,Rainbow Trout,2022-05-16T00:00:00Z,Hales Lake,NA,National Forest Water,Grayson
Bath County,+,Rainbow TroutBrown Trout,2022-05-16T00:00:00Z,Douthat Lake & Wilson Creek,NA,FFA,Bath
Bath County,A,Rainbow TroutBrown Trout,2022-05-16T00:00:00Z,Back Creek,NA,National Forest Water,Bath
Washington County,+,Rainbow Trout,2022-05-16T00:00:00Z,Clinch Mountain,NA,FFA,Washington
Scott County,A,Rainbow Trout,2022-05-16T00:00:00Z,Bark Camp Lake,NA,"c(""Heritage Day Water"", ""National Forest Water"")",Scott
Carroll County,+,Rainbow Trout,2022-05-14T00:00:00Z,Crooked Creek,NA,"c(""FFA"", ""Heritage Day Water"")",Carroll
Tazewell County,,Rainbow Trout,2022-05-14T00:00:00Z,South Fork Clinch River,NA,Youth-Only,Tazewell
Washington County,+,Rainbow Trout,2022-05-14T00:00:00Z,Clinch Mountain,NA,FFA,Washington
Wise County,B,Rainbow Trout,2022-05-13T00:00:00Z,Bear Creek Reservoir,Wise Res.,NA,Wise
City of Norton,B,Rainbow Trout,2022-05-13T00:00:00Z,Norton Reservoir,Upper,NA,Norton
Craig County,B,Brook Trout,2022-05-13T00:00:00Z,Barbours Creek,NA,"c(""NSF"", ""National Forest Water"")",Craig
Botetourt County,B,Brook Trout,2022-05-13T00:00:00Z,Roaring Run,NA,National Forest Water,Botetourt
Giles County,B,Brook Trout,2022-05-13T00:00:00Z,Dismal Creek,NA,National Forest Water,Giles
Tazewell County,A,Rainbow TroutBrown Trout,2022-05-13T00:00:00Z,Lake Witten,NA,Heritage Day Water,Tazewell
Giles County,A,Rainbow Trout,2022-05-13T00:00:00Z,Wolf Creek,NA,NA,Giles
Carroll County,+,Rainbow TroutBrown TroutBrook Trout,2022-05-13T00:00:00Z,Crooked Creek,NA,"c(""FFA"", ""Heritage Day Water"")",Carroll
Rockbridge County,,Rainbow Trout,2022-05-13T00:00:00Z,Cave Mountain Lake,NA,"c(""Youth-Only"", ""National Forest Water"")",Rockbridge
Augusta County,,Rainbow Trout,2022-05-13T00:00:00Z,South River,Basic Park,Youth-Only,Augusta
Bath County,+,Rainbow TroutBrown Trout,2022-05-13T00:00:00Z,Douthat Lake & Wilson Creek,NA,FFA,Bath
Bath County,A,Rainbow TroutBrown Trout,2022-05-13T00:00:00Z,Bullpasture River,NA,NA,Bath
Highland County,A,Rainbow TroutBrown Trout,2022-05-13T00:00:00Z,Bullpasture River,NA,NA,Highland
Washington County,+,Rainbow Trout,2022-05-13T00:00:00Z,Clinch Mountain,NA,FFA,Washington
Grayson County,B,Rainbow Trout,2022-05-12T00:00:00Z,Fox Creek,NA,National Forest Water,Grayson
Grayson County,B,Rainbow Trout,2022-05-12T00:00:00Z,Middle Fox Creek,NA,NA,Grayson
Montgomery County,B,Rainbow TroutBrown Trout,2022-05-12T00:00:00Z,Toms Creek,NA,NA,Montgomery
Patrick County,B,Rainbow Trout,2022-05-12T00:00:00Z,Rockcastle Creek,NA,NA,Patrick
Frederick County,A,Rainbow Trout,2022-05-12T00:00:00Z,Clearbrook Lake,NA,NA,Frederick
Frederick County,A,Rainbow Trout,2022-05-12T00:00:00Z,Winchester Lake,Wilkins Lake,NA,Frederick
Rockingham County,B,Rainbow TroutBrown Trout,2022-05-12T00:00:00Z,North Fork Shenandoah River,NA,NA,Rockingham
Augusta County,A,Rainbow TroutBrook Trout,2022-05-12T00:00:00Z,Hearthstone Lake,NA,National Forest Water,Augusta
Albemarle County,B,Brook Trout,2022-05-11T00:00:00Z,Moormans River,S. Fork,NA,Albemarle
Dickenson County,B,Rainbow Trout,2022-05-11T00:00:00Z,Cranesnest River,NA,NA,Dickenson
Dickenson County,B,Rainbow Trout,2022-05-11T00:00:00Z,Russell Fork River,Haysi,NA,Dickenson
Montgomery County,A,Rainbow Trout,2022-05-11T00:00:00Z,Pandapas Pond,NA,National Forest Water,Montgomery
Pulaski County,B,Rainbow Trout,2022-05-11T00:00:00Z,Peak Creek-Below Gatewood Reservoir,NA,NA,Pulaski
Pulaski County,B,Rainbow Trout,2022-05-11T00:00:00Z,Peak Creek-Town of Pulaski,NA,NA,Pulaski
Frederick County,B,Rainbow TroutBrown Trout,2022-05-11T00:00:00Z,Hogue Creek,NA,NA,Frederick
Page County,B,Brook Trout,2022-05-11T00:00:00Z,Cub Run,NA,National Forest Water,Page
Page County,A,Rainbow TroutBrown Trout,2022-05-11T00:00:00Z,Hawksbill Creek,NA,Heritage Day Water,Page
Rockingham County,B,Rainbow TroutBrown Trout,2022-05-11T00:00:00Z,Silver Lake,NA,NA,Rockingham
Bath County,A,Rainbow TroutBrown Trout,2022-05-11T00:00:00Z,Jackson River,Hidden Valley,National Forest Water,Bath
Washington County,+,Rainbow Trout,2022-05-11T00:00:00Z,Clinch Mountain,NA,FFA,Washington
Madison County,A,Rainbow TroutBrook Trout,2022-05-10T00:00:00Z,Rose River,NA,Heritage Day Water,Madison
Washington County,A,Rainbow Trout,2022-05-10T00:00:00Z,Big Tumbling Creek,NA,FFA,Washington
Washington County,B,Rainbow Trout,2022-05-10T00:00:00Z,Big Brumley Creek,NA,NA,Washington
Henry County,A,Rainbow Trout,2022-05-10T00:00:00Z,Smith River,Lower,NA,Henry
Wythe County,A,Rainbow Trout,2022-05-10T00:00:00Z,Rural Retreat Lake Pond,NA,NA,Wythe
Carroll County,B,Brook Trout,2022-05-10T00:00:00Z,Stewarts Creek,NA,NSF,Carroll
Bath County,A,Rainbow TroutBrown Trout,2022-05-10T00:00:00Z,Cowpasture River,NA,National Forest Water,Bath
Highland County,B,Rainbow TroutBrown Trout,2022-05-10T00:00:00Z,South Branch Potomac River,NA,NA,Highland
Fauquier County,A,Rainbow TroutBrown Trout,2022-05-10T00:00:00Z,Thompson WMA Pond,NA,NA,Fauquier
City of Lynchburg,,Rainbow Trout,2022-05-09T00:00:00Z,Ivy Creek,NA,Youth-Only,Lynchburg
Nelson County,A,Rainbow TroutBrown TroutBrook Trout,2022-05-09T00:00:00Z,Tye River,NA,NA,Nelson
Rockbridge County,A,Rainbow TroutBrown Trout,2022-05-09T00:00:00Z,Maury River,NA,NA,Rockbridge
Rockbridge County,A,Rainbow TroutBrown Trout,2022-05-09T00:00:00Z,Mill Creek,NA,National Forest Water,Rockbridge
Bath County,+,Rainbow TroutBrown Trout,2022-05-09T00:00:00Z,Douthat Lake & Wilson Creek,NA,FFA,Bath
Tazewell County,B,Rainbow Trout,2022-05-09T00:00:00Z,Little Tumbling Creek,NA,NA,Tazewell
Tazewell County,A,Rainbow Trout,2022-05-09T00:00:00Z,Lincolnshire Lake,NA,Heritage Day Water,Tazewell
Smyth County,B,Rainbow Trout,2022-05-09T00:00:00Z,Middle Fork Holston River,Upper,NA,Smyth
Patrick County,B,Brook Trout,2022-05-09T00:00:00Z,Dan River,Above Talbott,NSF,Patrick
Floyd County,B,Brown Trout,2022-05-09T00:00:00Z,Laurel Fork,NA,NA,Floyd
Carroll County,+,Rainbow Trout,2022-05-09T00:00:00Z,Crooked Creek,NA,"c(""FFA"", ""Heritage Day Water"")",Carroll
Bedford County,A,Rainbow Trout,2022-05-09T00:00:00Z,Liberty Lake,NA,Heritage Day Water,Bedford
Amherst County,B,Rainbow TroutBrook Trout,2022-05-07T00:00:00Z,Pedlar River,Upper,"c(""Heritage Day Water"", ""National Forest Water"")",Amherst
Washington County,+,Rainbow Trout,2022-05-07T00:00:00Z,Clinch Mountain,NA,FFA,Washington
Montgomery County,A,Rainbow Trout,2022-05-07T00:00:00Z,Pandapas Pond,NA,National Forest Water,Montgomery
Grayson County,A,Rainbow Trout,2022-05-07T00:00:00Z,Big Wilson Creek,NA,NA,Grayson
Wise County,A,Rainbow Trout,2022-05-07T00:00:00Z,South Fork Powell River,NA,Heritage Day Water,Wise
Bath County,B,Rainbow TroutBrown Trout,2022-05-07T00:00:00Z,Pads Creek,NA,National Forest Water,Bath
Greene County,B,Rainbow TroutBrook Trout,2022-05-06T00:00:00Z,South River,NA,NA,Greene
Washington County,+,Rainbow Trout,2022-05-06T00:00:00Z,Clinch Mountain,NA,FFA,Washington
Roanoke County,A,Rainbow TroutBrook Trout,2022-05-06T00:00:00Z,Roanoke River,City,NA,Roanoke
Dickenson County,A,Rainbow Trout,2022-05-06T00:00:00Z,Russell Fork River,Bartlick,NA,Dickenson
Dickenson County,A,Rainbow Trout,2022-05-06T00:00:00Z,Pound River,Flannagan Dam,NA,Dickenson
Smyth County,A,Rainbow Trout,2022-05-06T00:00:00Z,Middle Fork Holston River,Chilhowie,Heritage Day Water,Smyth
Smyth County,A,Rainbow Trout,2022-05-06T00:00:00Z,Middle Fork Holston River,Marion,Heritage Day Water,Smyth
Carroll County,+,Rainbow Trout,2022-05-06T00:00:00Z,Crooked Creek,NA,"c(""FFA"", ""Heritage Day Water"")",Carroll
Bland County,B,Rainbow Trout,2022-05-06T00:00:00Z,Lick Creek,NA,NA,Bland
Floyd County,A,Rainbow Trout,2022-05-06T00:00:00Z,Little River,NA,NA,Floyd
Rockingham County,B,Rainbow TroutBrook TroutTiger Trout,2022-05-06T00:00:00Z,Dry River,NA,NSF,Rockingham
Bath County,+,Rainbow TroutBrown Trout,2022-05-06T00:00:00Z,Douthat Lake & Wilson Creek,NA,FFA,Bath
City of Staunton,B,Rainbow TroutTiger Trout,2022-05-06T00:00:00Z,Lake Tams,NA,NA,Staunton
Albemarle County,A,Brook Trout,2022-05-05T00:00:00Z,Sugar Hollow Reservoir,NA,NA,Albemarle
Botetourt County,B,Brook Trout,2022-05-05T00:00:00Z,North Creek,NA,National Forest Water,Botetourt
Botetourt County,B,Brook Trout,2022-05-05T00:00:00Z,Middle Creek,NA,National Forest Water,Botetourt
Wise County,A,Rainbow Trout,2022-05-05T00:00:00Z,Middle Fork Powell River,Appalachia,NA,Wise
Scott County,B,Rainbow Trout,2022-05-05T00:00:00Z,Stock Creek,NA,NA,Scott
Grayson County,B,Rainbow Trout,2022-05-05T00:00:00Z,Helton Creek,NA,NA,Grayson
Wythe County,B,Rainbow Trout,2022-05-05T00:00:00Z,Gullion Fork Ponds,NA,National Forest Water,Wythe
Warren County,B,Brown TroutBrook Trout,2022-05-05T00:00:00Z,Happy Creek,NA,NA,Warren
Shenandoah County,B,Rainbow TroutBrown Trout,2022-05-05T00:00:00Z,Mill Creek,NA,NA,Shenandoah
Shenandoah County,B,Rainbow TroutBrown Trout,2022-05-05T00:00:00Z,Tomahawk Pond,NA,National Forest Water,Shenandoah
Rockingham County,B,Rainbow TroutBrook Trout,2022-05-05T00:00:00Z,Slate Lick Lake,NA,National Forest Water,Rockingham
Rockingham County,B,Rainbow TroutBrook Trout,2022-05-05T00:00:00Z,Slate Lick Run,NA,National Forest Water,Rockingham
Amherst County,DH,Rainbow TroutBrown Trout,2022-05-04T00:00:00Z,Pedlar River,Below Dam,"c(""Delayed Harvest Water"", ""National Forest Water"")",Amherst
Washington County,+,Rainbow Trout,2022-05-04T00:00:00Z,Clinch Mountain,NA,FFA,Washington
Smyth County,A,Rainbow TroutBrook Trout,2022-05-04T00:00:00Z,South Fork Holston River,Buller Dam,National Forest Water,Smyth
Giles County,,Brook Trout,2022-05-04T00:00:00Z,Glen Alton Pond,NA,"c(""Youth-Only"", ""National Forest Water"")",Giles
Scott County,B,Rainbow Trout,2022-05-04T00:00:00Z,Big Stony Creek,NA,NA,Scott
Scott County,B,Rainbow Trout,2022-05-04T00:00:00Z,Little Stony Creek,NA,National Forest Water,Scott
Floyd County,B,Rainbow TroutBrook Trout,2022-05-04T00:00:00Z,Little Indian Creek,NA,NSF,Floyd
Floyd County,B,Rainbow Trout,2022-05-04T00:00:00Z,West Fork Little River,NA,NSF,Floyd
Carroll County,+,Rainbow TroutBrown TroutBrook Trout,2022-05-04T00:00:00Z,Crooked Creek,NA,"c(""FFA"", ""Heritage Day Water"")",Carroll
Frederick County,B,Rainbow TroutBrook Trout,2022-05-04T00:00:00Z,Paddy Run,NA,National Forest Water,Frederick
Augusta County,B,Rainbow TroutBrown Trout,2022-05-04T00:00:00Z,North River,Gorge,National Forest Water,Augusta
Augusta County,B,Rainbow TroutBrown Trout,2022-05-04T00:00:00Z,North River,Natural Chimneys,NA,Augusta
Augusta County,B,Rainbow TroutBrook Trout,2022-05-04T00:00:00Z,North River,Upper,"c(""NSF"", ""National Forest Water"")",Augusta
Montgomery County,B,Rainbow TroutBrook Trout,2022-05-03T00:00:00Z,Craig Creek,NA,National Forest Water,Montgomery
Smyth County,,Rainbow Trout,2022-05-03T00:00:00Z,Forest Service Office Youth Ponds,NA,Youth-Only,Smyth
Alleghany County,A,Rainbow TroutBrook Trout,2022-05-03T00:00:00Z,Clifton Forge Reservoir,NA,National Forest Water,Alleghany
Alleghany County,B,Brook Trout,2022-05-03T00:00:00Z,Pounding Mill Creek,NA,National Forest Water,Alleghany
Augusta County,A,Rainbow TroutBrook Trout,2022-05-03T00:00:00Z,Elkhorn Lake,NA,National Forest Water,Augusta
Carroll County,DH,Rainbow Trout,2022-05-03T00:00:00Z,Chestnut Creek,NA,Delayed Harvest Water,Carroll
Albemarle County,B,Brook Trout,2022-05-02T00:00:00Z,Moormans River,S. Fork,NA,Albemarle
Washington County,+,Rainbow Trout,2022-05-02T00:00:00Z,Clinch Mountain,NA,FFA,Washington
Floyd County,B,Rainbow TroutBrown Trout,2022-05-02T00:00:00Z,Goose Creek,NA,NA,Floyd
Bath County,+,Rainbow TroutBrown Trout,2022-05-02T00:00:00Z,Douthat Lake & Wilson Creek,NA,FFA,Bath
Augusta County,B,Rainbow TroutBrown Trout,2022-05-02T00:00:00Z,Back Creek,NA,National Forest Water,Augusta
Augusta County,A,Rainbow TroutBrown Trout,2022-05-02T00:00:00Z,Lower Sherando Lake,NA,National Forest Water,Augusta
Patrick County,B,Brook Trout,2022-05-02T00:00:00Z,Ararat River,NA,NA,Patrick
Patrick County,B,Brook Trout,2022-05-02T00:00:00Z,Clarks Creek,NA,NA,Patrick
Carroll County,+,Rainbow Trout,2022-05-02T00:00:00Z,Crooked Creek,NA,"c(""FFA"", ""Heritage Day Water"")",Carroll
Albemarle County,A,Rainbow TroutBrown TroutBrook Trout,2022-04-30T00:00:00Z,Mint Springs Lake,Upper,NA,Albemarle
Albemarle County,A,Rainbow TroutBrown TroutBrook Trout,2022-04-30T00:00:00Z,Mint Springs Lake,Middle,NA,Albemarle
Washington County,+,Rainbow Trout,2022-04-30T00:00:00Z,Clinch Mountain,NA,FFA,Washington
Carroll County,+,Rainbow Trout,2022-04-30T00:00:00Z,Crooked Creek,NA,"c(""FFA"", ""Heritage Day Water"")",Carroll
Bath County,CR,Rainbow Trout,2022-04-30T00:00:00Z,Spring Run,NA,NA,Bath
Roanoke County,A,Rainbow TroutBrook Trout,2022-04-29T00:00:00Z,Tinker Creek,NA,Heritage Day Water,Roanoke
Roanoke County,A,Rainbow TroutBrook Trout,2022-04-29T00:00:00Z,Glade Creek,NA,NA,Roanoke
Albemarle County,A,Brook Trout,2022-04-29T00:00:00Z,Sugar Hollow Reservoir,NA,NA,Albemarle
Washington County,+,Rainbow Trout,2022-04-29T00:00:00Z,Clinch Mountain,NA,FFA,Washington
Patrick County,A,Rainbow Trout,2022-04-29T00:00:00Z,Dan River,Below Powerhouse,NA,Patrick
Bland County,C,Rainbow Trout,2022-04-29T00:00:00Z,Laurel Fork Creek,NA,NA,Bland
Carroll County,+,Rainbow Trout,2022-04-29T00:00:00Z,Crooked Creek,NA,"c(""FFA"", ""Heritage Day Water"")",Carroll
Fauquier County,,Rainbow TroutBrown Trout,2022-04-29T00:00:00Z,Northern Fauquier Community Park Pond,NA,Youth-Only,Fauquier
Fauquier County,A,Rainbow TroutBrown Trout,2022-04-29T00:00:00Z,Thompson WMA Pond,NA,NA,Fauquier
Augusta County,CR,Rainbow TroutBrown TroutTiger Trout,2022-04-29T00:00:00Z,South River,NA,NA,Augusta
Roanoke County,A,Rainbow TroutBrook Trout,2022-04-28T00:00:00Z,Roanoke River,Salem,NA,Roanoke
Wythe County,A,Rainbow Trout,2022-04-28T00:00:00Z,Rural Retreat Lake Pond,NA,NA,Wythe
Bath County,+,Rainbow TroutBrown Trout,2022-04-28T00:00:00Z,Douthat Lake & Wilson Creek,NA,FFA,Bath
Rockbridge County,B,Rainbow TroutBrook Trout,2022-04-28T00:00:00Z,Irish Creek,NA,National Forest Water,Rockbridge
Rockingham County,A,Rainbow Trout,2022-04-28T00:00:00Z,Briery Branch Lake,NA,National Forest Water,Rockingham
Rockingham County,A,Rainbow Trout,2022-04-28T00:00:00Z,Hone Quarry Lake,NA,National Forest Water,Rockingham
Botetourt County,A,Rainbow TroutBrown TroutBrook Trout,2022-04-27T00:00:00Z,Jennings Creek,NA,"c(""Heritage Day Water"", ""National Forest Water"")",Botetourt
Amherst County,B,Brook Trout,2022-04-27T00:00:00Z,Piney River,S. Fork & Proper,"c(""NSF"", ""National Forest Water"")",Amherst
Washington County,+,Rainbow Trout,2022-04-27T00:00:00Z,Clinch Mountain,NA,FFA,Washington
Smyth County,C,Rainbow Trout,2022-04-27T00:00:00Z,Cressy Creek,NA,National Forest Water,Smyth
Smyth County,C,Rainbow Trout,2022-04-27T00:00:00Z,Comers Creek,NA,National Forest Water,Smyth
Smyth County,C,Rainbow Trout,2022-04-27T00:00:00Z,Dickey Creek,NA,National Forest Water,Smyth
Smyth County,C,Rainbow Trout,2022-04-27T00:00:00Z,Hurricane Creek,NA,National Forest Water,Smyth
Patrick County,B,Brook Trout,2022-04-27T00:00:00Z,Ararat River,NA,NA,Patrick
Patrick County,B,Brook Trout,2022-04-27T00:00:00Z,Clarks Creek,NA,NA,Patrick
Bland County,B,Rainbow Trout,2022-04-27T00:00:00Z,Lick Creek,NA,NA,Bland
Carroll County,+,Rainbow Trout,2022-04-27T00:00:00Z,Crooked Creek,NA,"c(""FFA"", ""Heritage Day Water"")",Carroll
Rockbridge County,B,Rainbow TroutBrown TroutBrook TroutTiger Trout,2022-04-27T00:00:00Z,South River,NA,NA,Rockbridge
